CUST_ID,CUST_TYPE,BUSI_CODE,FUND_CODE,CONF_AMTS,GENDER,NET_CODE,RISK_LEV,CONF_YEAR,CONF_MONTH,CONF_DAY,AGE,TELL_PREFIX,COUNTY_PROV,COUNTY_CITY,COUNTY_DIST,target,5D_TOTAL,FLAG
38,1,2,050027,612.36,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,3275.5499999999997,1
38,1,2,001391,177.34,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,3887.91,1
38,1,2,001391,251.02,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,4065.2500000000005,1
38,1,2,008592,363.86,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,4316.27,1
38,1,2,004100,500.31,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,4680.129999999999,1
38,1,2,001694,842.54,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,5180.44,1
38,1,2,001694,684.11,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,6022.9800000000005,1
38,1,2,001312,295.45,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,6707.09,1
38,1,2,006154,963.69,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,7002.539999999999,1
38,1,2,001445,441.48,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,7966.23,1
38,1,2,004263,361.82,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,8407.710000000001,1
38,1,2,040040,508.97,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,8769.53,1
38,1,2,001736,1102.02,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,9278.5,1
38,1,2,010473,390.61,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,10380.519999999999,1
38,1,2,011229,836.84,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,10771.13,1
38,1,2,011230,572.34,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,11607.97,1
38,1,2,009006,286.65,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,12180.31,1
38,1,2,005233,427.17,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,12466.96,1
38,1,2,007848,287.73,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,12894.130000000001,1
38,1,2,270048,613.24,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,13181.86,1
38,1,2,004851,1011.78,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,13795.1,1
38,1,2,002943,574.75,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,14806.880000000001,1
38,1,2,010026,274.13,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,15381.630000000001,1
38,1,2,009121,287.85,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,15655.76,1
38,1,2,161611,684.92,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,15943.609999999999,1
38,1,2,470098,626.38,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,16628.53,1
38,1,2,090018,994.85,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,17254.91,1
38,1,2,008270,785.89,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,18249.760000000002,1
38,1,2,000628,512.22,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,19035.649999999998,1
38,1,2,008271,842.44,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,19547.870000000003,1
38,1,2,003567,428.19,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,20390.31,1
38,1,2,005178,501.99,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,20818.5,1
38,1,2,001335,364.82,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,21320.49,1
38,1,2,007416,292.26,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,21685.31,1
38,1,2,001667,905.46,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,21977.57,1
38,1,2,004517,392.78,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,22883.030000000002,1
38,1,2,011301,489.45,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,23275.809999999998,1
38,1,2,110035,861.69,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,23765.260000000002,1
38,1,2,001433,508.29,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,24626.95,1
